Price,Make,Model,Year,Style,Fuel,Engine,Distance,Cylinders,Transmission,Drive,Wheel,Color,ID
8154,MITSUBISHI,Airtrek,2003,Jeep,CNG,2.4,14529 km,4.0,Tiptronic,4x4,Right-hand drive,Black,8481
3450,TOYOTA,Prius,2014,Hatchback,Hybrid,1.5,96072 km,4.0,Automatic,Front,Left wheel,Blue,8482
1803,HONDA,Cr-v,2011,Jeep,Petrol,2.4,244067 km,4.0,Automatic,Front,Left wheel,Silver,8483
1882,CHEVROLET,Cruze,2017,Sedan,Petrol,1.4,119352 km,4.0,Automatic,Front,Left wheel,Black,8484
25299,HYUNDAI,Tucson,2010,Jeep,Diesel,2,111200 km,4.0,Automatic,Front,Left wheel,Silver,8485
20385,HONDA,Crosstour,2010,Jeep,Petrol,3.5,176000 km,6.0,Automatic,4x4,Left wheel,Black,8486
50,TOYOTA,Prius,2009,Hatchback,Hybrid,1.5,200000 km,4.0,Automatic,Front,Left wheel,Black,8487
7527,MERCEDES-BENZ,GLE 350,2017,Jeep,Petrol,3.5,55403 km,6.0,Automatic,Rear,Left wheel,Black,8488
3763,FORD,Fiesta,2019,Sedan,,1.6,47736 km,4.0,Automatic,Front,Left wheel,Grey,8489
6272,OPEL,Combo,2000,Goods wagon,Petrol,1.6,23000 km,4.0,Manual,Front,Left wheel,Red,8490
25889,SSANGYONG,REXTON,2012,Jeep,Diesel,2,144464 km,4.0,Automatic,Front,Left wheel,Silver,8491
7213,MERCEDES-BENZ,E 290,1996,Sedan,Diesel,2.9 Turbo,150000 km,5.0,Automatic,Rear,Left wheel,Blue,8492
13485,TOYOTA,Prius,2009,Sedan,Hybrid,1.8,0 km,4.0,Automatic,Front,Left wheel,White,8493
32929,TOYOTA,Camry,2017,Sedan,Petrol,2.5,82000 km,4.0,Tiptronic,Front,Left wheel,Silver,8494
21012,NISSAN,Juke Turbo,2012,Jeep,Petrol,1.6 Turbo,114483 km,4.0,Tiptronic,4x4,Left wheel,Blue,8495
25889,HYUNDAI,Elantra,2014,Sedan,Petrol,1.6,70835 km,4.0,Automatic,Front,Left wheel,Silver,8496
14583,BMW,X5,2012,Jeep,Diesel,3,229966 km,6.0,Automatic,4x4,Left wheel,Black,8497
6899,NISSAN,Skyline,2002,Sedan,Petrol,3.5,153000 km,6.0,Variator,Rear,Right-hand drive,Black,8498
52959,CHEVROLET,Impala,2016,Sedan,Petrol,3.6,77158 km,4.0,Automatic,Front,Left wheel,Black,8499
20610,HYUNDAI,Genesis,2009,Coupe,Petrol,2,79482 km,4.0,Automatic,Front,Left wheel,Black,8500
15681,MOSKVICH,400,1953,Hatchback,Petrol,1,250000 km,4.0,Manual,Rear,Left wheel,Beige,8501
9408,BMW,X5,2013,Jeep,Diesel,3,88829 km,6.0,Automatic,4x4,Left wheel,Black,8502
6899,BMW,318,1995,Sedan,Petrol,1.8,18000 km,4.0,Automatic,Rear,Left wheel,Silver,8503
7840,MERCEDES-BENZ,E 320,2002,Sedan,Diesel,3.2 Turbo,0 km,8.0,Tiptronic,Rear,Left wheel,Blue,8504
549,CHEVROLET,Cruze,2015,Sedan,Petrol,1.4,68235 km,4.0,Automatic,Front,Left wheel,Red,8505
251,TOYOTA,Camry,2019,Jeep,Hybrid,2.5,56834 km,4.0,Automatic,Front,Left wheel,Black,8506
941,LEXUS,RX 400,2008,Jeep,Hybrid,3.5,364523 km,6.0,Automatic,4x4,Left wheel,Black,8507
2587,KIA,Optima,2012,Sedan,Petrol,2.4,125442 km,4.0,Automatic,Front,Left wheel,Grey,8508
18503,VOLKSWAGEN,Jetta,2016,Sedan,Petrol,1.4 Turbo,79000 km,4.0,Tiptronic,Front,Left wheel,White,8509
28909,HYUNDAI,Santa FE,2013,Jeep,Diesel,2,235300 km,4.0,Automatic,Front,Left wheel,Silver,8510
94083,TOYOTA,Land Cruiser,2012,Jeep,Diesel,4.6 Turbo,195000 km,8.0,Tiptronic,4x4,Left wheel,Black,8511
470,CHEVROLET,Cruze,2018,Goods wagon,Petrol,1.4,87568 km,4.0,Automatic,Front,Left wheel,White,8512
21326,TOYOTA,Prius,2012,Sedan,Hybrid,1.8,128000 km,4.0,Automatic,Front,Left wheel,Red,8513
470,MERCEDES-BENZ,ML 350,2011,Jeep,Diesel,3,275862 km,6.0,Automatic,4x4,Left wheel,Silver,8514
32302,TOYOTA,Camry,2017,Sedan,Petrol,2.5,48600 km,4.0,Tiptronic,Front,Left wheel,Black,8515
14113,MERCEDES-BENZ,C 200,2006,Sedan,Petrol,2,142431 km,4.0,Tiptronic,Rear,Left wheel,Black,8516
15681,FORD,Fiesta,2016,Sedan,Petrol,1.6,64163 km,4.0,Manual,Front,Left wheel,White,8517
9408,OPEL,Combo,2010,Goods wagon,Diesel,1.3 Turbo,224000 km,4.0,Manual,Front,Left wheel,White,8518
125,HYUNDAI,Elantra,2015,Sedan,Petrol,1.8,68811 km,4.0,Automatic,Front,Left wheel,Black,8519
30784,HYUNDAI,H1,2014,Minivan,Diesel,2.5,136711 km,4.0,Automatic,Front,Left wheel,Silver,8520
706,LEXUS,GX 460,2015,Jeep,Petrol,4.6,102907 km,8.0,Automatic,4x4,Left wheel,Black,8521
15994,MERCEDES-BENZ,E 350,2011,Coupe,Diesel,3.5,170429 km,6.0,Automatic,Rear,Left wheel,Silver,8522
26324,CHEVROLET,Orlando,2013,Jeep,Diesel,2,132969 km,4.0,Automatic,Front,Left wheel,Grey,8523
8938,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,3.5,256914 km,6.0,Automatic,4x4,Left wheel,Grey,8524
11604,TOYOTA,Prius,2012,Hatchback,Hybrid,1.8,0 km,4.0,Variator,Front,Left wheel,Black,8525
16320,HONDA,FIT,2015,Hatchback,Petrol,1.5,111774 km,4.0,Automatic,Front,Left wheel,Silver,8526
8500,TOYOTA,Vitz,2012,Hatchback,Petrol,1.3,92000 km,4.0,Variator,4x4,Right-hand drive,White,8527
46101,TOYOTA,RAV 4,2019,Jeep,Hybrid,2.5,20955 km,4.0,Automatic,4x4,Left wheel,White,8528
3293,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,159382 km,4.0,Automatic,Front,Left wheel,White,8529
4077,FORD,Fusion,2013,Sedan,Hybrid,2,320554 km,4.0,Automatic,Front,Left wheel,White,8530
8938,NISSAN,Tiida,2005,Hatchback,LPG,1.5,158000 km,4.0,Variator,Front,Right-hand drive,White,8531
41221,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,163401 km,4.0,Automatic,Front,Left wheel,Blue,8532
784,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,102397 km,4.0,Automatic,Front,Left wheel,Black,8533
9252,TOYOTA,Aqua,2013,Hatchback,Hybrid,1.5,111000 km,4.0,Variator,Front,Right-hand drive,Silver,8534
862,LEXUS,GX 470,2008,Jeep,Petrol,4.7,263190 km,8.0,Automatic,4x4,Left wheel,White,8535
9408,HONDA,Legend FULL,2005,Sedan,Petrol,3.5,160000 km,6.0,Automatic,4x4,Right-hand drive,Blue,8536
16383,TOYOTA,Aqua,2013,Sedan,Petrol,1.5,99600 km,4.0,Automatic,Front,Left wheel,Yellow,8537
9722,HYUNDAI,Sonata,2015,Sedan,LPG,2,379354 km,4.0,Automatic,Front,Left wheel,Orange,8538
22800,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,98000 km,4.0,Automatic,Front,Left wheel,White,8539
13956,LEXUS,RX 450,2015,Jeep,Hybrid,3.5,143619 km,6.0,Automatic,4x4,Left wheel,Black,8540
2430,HONDA,Accord,2015,Coupe,Petrol,2.4,78475 km,4.0,Automatic,Front,Left wheel,Blue,8541
78403,BMW,650 450 HP,2012,Sedan,Petrol,4.4 Turbo,105000 km,8.0,Tiptronic,Rear,Left wheel,White,8542
15367,HYUNDAI,Sonata,2015,Sedan,LPG,2,338110 km,4.0,Automatic,Front,Left wheel,Silver,8543
4077,HYUNDAI,Sonata,2012,Sedan,Hybrid,2.4,259934 km,4.0,Automatic,Front,Left wheel,Red,8544
627,TOYOTA,Tacoma,2012,Sedan,Petrol,2.7,394069 km,4.0,Automatic,Rear,Left wheel,Black,8545
19130,MERCEDES-BENZ,GLE 350,2016,Jeep,Petrol,3,49499 km,6.0,Automatic,4x4,Left wheel,Silver,8546
11917,TOYOTA,RAV 4,2013,Jeep,Petrol,2.5,110019 km,4.0,Automatic,Front,Left wheel,Grey,8547
61154,MERCEDES-BENZ,CLS 55 AMG,2013,Coupe,Petrol,4.7 Turbo,136000 km,8.0,Tiptronic,Front,Left wheel,Black,8548
15872,CHEVROLET,Orlando,2012,Jeep,Diesel,1.6,255677 km,4.0,Automatic,Front,Left wheel,Silver,8549
10000,MERCEDES-BENZ,ML 320,1999,Jeep,CNG,3.5,0 km,6.0,Automatic,4x4,Left wheel,Black,8550
7840,HONDA,FIT,2004,Hatchback,Petrol,1.3,177000 km,4.0,Automatic,Front,Right-hand drive,Blue,8551
51118,MERCEDES-BENZ,E 400,2016,Sedan,Petrol,3,46000 km,8.0,Tiptronic,Rear,Left wheel,Black,8552
24148,TOYOTA,Prius,2016,Sedan,Hybrid,,92000 km,4.0,Automatic,Front,Left wheel,White,8553
19184,TOYOTA,Aqua,2015,Hatchback,Hybrid,1.5,97500 km,4.0,Automatic,Front,Left wheel,White,8554
12544,HONDA,Insight,2010,Hatchback,Hybrid,1.3,111867 km,4.0,Automatic,Front,Left wheel,Silver,8555
14454,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,140000 km,4.0,Automatic,Front,Left wheel,Silver,8556
941,KIA,Sorento,2011,Jeep,Petrol,2.4,0 km,4.0,Automatic,4x4,Left wheel,Silver,8557
26030,MERCEDES-BENZ,Vito,2008,Minivan,Diesel,2.2 Turbo,200000 km,6.0,Tiptronic,Rear,Left wheel,Golden,8558
7213,TOYOTA,Camry,2009,Sedan,Hybrid,2.4,127000 km,4.0,Automatic,Front,Left wheel,Silver,8559
30,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,0 km,4.0,Automatic,Front,Left wheel,Black,8560
314,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,6.2,274771 km,8.0,Automatic,Rear,Left wheel,White,8561
10976,HYUNDAI,Santa FE,2010,Jeep,Diesel,2.2,91393 km,4.0,Automatic,Front,Left wheel,Silver,8562
12074,FORD,Fusion,2013,Sedan,Hybrid,2,161000 km,4.0,Automatic,Front,Left wheel,Beige,8563
26770,HYUNDAI,Elantra,2016,Sedan,Petrol,1.6,95184 km,4.0,Automatic,Front,Left wheel,Silver,8564
19444,LEXUS,ES 300,2014,Sedan,Hybrid,2.5,113002 km,4.0,Automatic,Front,Left wheel,Black,8565
627,BMW,X5,2015,Jeep,Petrol,3,83466 km,6.0,Automatic,4x4,Left wheel,White,8566
10976,SUBARU,Legacy,2005,Sedan,Petrol,2,160000 km,4.0,Tiptronic,4x4,Right-hand drive,White,8567
31581,HYUNDAI,Elantra,2018,Sedan,Petrol,1.6,52000 km,4.0,Automatic,Front,Left wheel,Red,8568
1098,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,398069 km,4.0,Automatic,Front,Left wheel,Black,8569
15367,HYUNDAI,Elantra,2013,Sedan,Petrol,1.8,91200 km,4.0,Tiptronic,Front,Left wheel,Silver,8570
18189,MERCEDES-BENZ,E 350,2007,Sedan,Petrol,3.5,200000 km,6.0,Tiptronic,Rear,Left wheel,Silver,8571
14113,TOYOTA,Aqua,2013,Hatchback,Hybrid,1.5,100000 km,4.0,Variator,Front,Right-hand drive,White,8572
7213,BMW,525,1998,Sedan,CNG,2.5,233000 km,6.0,Tiptronic,Rear,Left wheel,Blue,8573
12388,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,3.5,189530 km,6.0,Automatic,4x4,Left wheel,Black,8574
470,MAZDA,CX-7,2011,Jeep,Petrol,2.3,184576 km,4.0,Automatic,4x4,Left wheel,Black,8575
110,LEXUS,GX 460,2017,Jeep,Petrol,4.6,0 km,8.0,Automatic,4x4,Left wheel,White,8576
18817,VOLKSWAGEN,Jetta,2017,Sedan,Petrol,1.4 Turbo,99302 km,4.0,Manual,Front,Left wheel,White,8577
706,MERCEDES-BENZ,E 350,2008,Sedan,Diesel,3.5,122874 km,6.0,Automatic,Rear,Left wheel,Black,8578
52856,HYUNDAI,Tucson,2018,Jeep,Diesel,1.7,18137 km,4.0,Automatic,Front,Left wheel,Grey,8579
18189,HYUNDAI,Elantra,2011,Sedan,Petrol,1.8,121600 km,4.0,Tiptronic,Front,Left wheel,Brown,8580
22580,TOYOTA,Prius Plug in,2012,Sedan,Plug-in Hybrid,1.8,116000 km,4.0,Variator,Front,Left wheel,Silver,8581
8147,HONDA,FIT PREMIUM PAKETI,2011,Hatchback,Hybrid,1.3,93000 km,4.0,Tiptronic,Front,Right-hand drive,White,8582
25716,BMW,X5,2014,Jeep,Diesel,3,141384 km,6.0,Automatic,4x4,Left wheel,Blue,8583
549,TOYOTA,Highlander,2012,Jeep,Hybrid,3.5,0 km,6.0,Automatic,4x4,Left wheel,Grey,8584
14426,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,64000 km,4.0,Variator,Front,Left wheel,Carnelian red,8585
20071,KIA,Optima,2016,Sedan,Petrol,2,31460 km,4.0,Automatic,Front,Left wheel,Black,8586
2000,AUDI,A4,1998,Sedan,Petrol,2.8,200000 km,6.0,Manual,Front,Left wheel,White,8587
12388,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,3.5,189530 km,6.0,Automatic,4x4,Left wheel,Black,8588
13796,HYUNDAI,Genesis,2010,Coupe,Petrol,2,170000 km,4.0,Automatic,Front,Left wheel,Black,8589
16621,TOYOTA,Prius,2010,Sedan,Hybrid,1.8,170000 km,4.0,Variator,Front,Left wheel,Black,8590
28532,HYUNDAI,Elantra,2014,Sedan,Diesel,1.6,70561 km,4.0,Automatic,Front,Left wheel,White,8591
56136,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,2,50963 km,4.0,Automatic,Rear,Left wheel,Black,8592
51802,CHEVROLET,Impala,2016,Sedan,Petrol,3.6,61635 km,4.0,Automatic,Front,Left wheel,Black,8593
13630,CHEVROLET,Orlando,2012,Jeep,Diesel,1.6,69774 km,4.0,Automatic,Front,Left wheel,White,8594
14740,TOYOTA,Prius,2007,Sedan,Petrol,1.5,214400 km,4.0,Automatic,Front,Left wheel,Grey,8595
17249,MERCEDES-BENZ,E 350,2006,Sedan,LPG,3.5,132000 km,6.0,Tiptronic,Rear,Left wheel,White,8596
12544,KIA,RIO,2013,Sedan,Petrol,1.6,137000 km,4.0,Automatic,Front,Left wheel,Black,8597
188,HYUNDAI,Sonata,2011,Sedan,Hybrid,2.4,108826 km,4.0,Automatic,Front,Left wheel,Black,8598
14740,AUDI,A4,2009,Sedan,Petrol,2,240000 km,4.0,Tiptronic,4x4,Left wheel,Silver,8599
11604,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,51211 km,4.0,Automatic,Front,Left wheel,Black,8600
392,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,0 km,4.0,Automatic,Front,Left wheel,Silver,8601
10976,MERCEDES-BENZ,ML 320,2000,Jeep,CNG,3.2,250000 km,4.0,Tiptronic,4x4,Left wheel,Green,8602
67426,MERCEDES-BENZ,C 300 6.3 AMG Package,2015,Sedan,Petrol,2.0 Turbo,75000 km,4.0,Automatic,Rear,Left wheel,Black,8603
7500,HONDA,FIT,2003,Hatchback,Petrol,1.3,230000 km,4.0,Variator,Front,Right-hand drive,Silver,8604
706,TOYOTA,4Runner,2008,Jeep,Petrol,2.4,378774 km,4.0,Automatic,Front,Left wheel,Silver,8605
31317,HYUNDAI,H1,2014,Minivan,Diesel,2.5,139328 km,4.0,Automatic,Front,Left wheel,Silver,8606
20385,FORD,Fusion Titanium,2014,Sedan,Petrol,1.5 Turbo,67486 km,4.0,Automatic,Front,Left wheel,Black,8607
627,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,3.5,230696 km,6.0,Automatic,4x4,Left wheel,Black,8608
11604,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,92000 km,4.0,Automatic,Front,Right-hand drive,Sky blue,8609
19121,SSANGYONG,REXTON,2010,Jeep,Diesel,2.7,168044 km,4.0,Automatic,Front,Left wheel,Black,8610
23207,HYUNDAI,Elantra,2016,Sedan,Petrol,2,92000 km,4.0,Tiptronic,Front,Left wheel,Black,8611
12231,JEEP,Cherokee,2019,Sedan,Petrol,3.2,33418 km,6.0,Automatic,Front,Left wheel,Pink,8612
9252,HYUNDAI,Sonata,2015,Sedan,LPG,2,510248 km,4.0,Automatic,Front,Left wheel,Orange,8613
7840,MERCEDES-BENZ,ML 320,2000,Jeep,CNG,3.2,11111 km,6.0,Tiptronic,4x4,Left wheel,Golden,8614
5811,DAEWOO,Lacetti,2009,Sedan,Petrol,1.6,45258 km,4.0,Automatic,Front,Left wheel,Silver,8615
7213,TOYOTA,Altezza,1999,Sedan,Petrol,2,180000 km,6.0,Automatic,Rear,Right-hand drive,Silver,8616
15834,TOYOTA,Aqua,2015,Hatchback,Hybrid,1.5,126000 km,4.0,Automatic,Front,Left wheel,Silver,8617
11000,MERCEDES-BENZ,C 320,2002,Sedan,Petrol,3.2,187000 km,6.0,Tiptronic,Rear,Left wheel,Black,8618
21953,HYUNDAI,Santa FE,2010,Jeep,Diesel,2,188044 km,4.0,Automatic,Front,Left wheel,Silver,8619
54882,BMW,X6,2013,Jeep,Petrol,3.0 Turbo,101000 km,6.0,Tiptronic,4x4,Left wheel,Black,8620
1646,MERCEDES-BENZ,E 350,2010,Sedan,Petrol,3.5,205968 km,6.0,Automatic,4x4,Left wheel,White,8621
24596,LEXUS,IS 250,2009,Sedan,Petrol,2.5,115450 km,4.0,Automatic,Front,Left wheel,Black,8622
23800,BMW,X1,2013,Jeep,Petrol,2.0 Turbo,65000 km,4.0,Tiptronic,Rear,Left wheel,Black,8623
50,TOYOTA,Aqua,2014,Sedan,Hybrid,1.5,10000 km,4.0,Automatic,Front,Right-hand drive,Silver,8624
17249,MERCEDES-BENZ,E 350,2006,Sedan,Petrol,3.5,219014 km,4.0,Automatic,Rear,Left wheel,Black,8625
14113,HONDA,Insight,2010,Sedan,Hybrid,1.3,240000 km,4.0,Automatic,Front,Left wheel,White,8626
59586,TOYOTA,Camry,2018,Sedan,Hybrid,2.5,18200 km,4.0,Variator,Front,Left wheel,Black,8627
18817,HYUNDAI,Elantra,2017,Sedan,Petrol,2,38400 km,4.0,Automatic,Front,Left wheel,Red,8628
17249,VOLKSWAGEN,Passat,2013,Sedan,Petrol,2.5,86847 km,5.0,Automatic,Front,Left wheel,Black,8629
26927,HYUNDAI,Santa FE,2013,Jeep,Diesel,2,149038 km,4.0,Automatic,Front,Left wheel,White,8630
46728,LEXUS,GX 460,2010,Jeep,Petrol,4.6,260771 km,8.0,Automatic,4x4,Left wheel,Black,8631
1960,BMW,528,2015,Sedan,Petrol,2,116691 km,4.0,Automatic,4x4,Left wheel,Black,8632
50,TOYOTA,Prius,2011,Sedan,Hybrid,1.8,180000 km,4.0,Tiptronic,Front,Left wheel,Grey,8633
9095,VOLKSWAGEN,Golf,2003,Hatchback,LPG,2,120000 km,4.0,Automatic,Front,Left wheel,Black,8634
19757,MERCEDES-BENZ,Sprinter 313,2003,Microbus,Diesel,2.2,117000 km,4.0,Manual,Rear,Left wheel,Yellow,8635
18817,CHEVROLET,Cruze,2016,Sedan,Petrol,1.4 Turbo,91440 km,4.0,Automatic,Front,Left wheel,Silver,8636
10506,HONDA,FIT,2011,Hatchback,Petrol,1.3,10900 km,4.0,Variator,Front,Right-hand drive,Silver,8637
10092,CHEVROLET,Lacetti,2009,Sedan,Diesel,2,186836 km,4.0,Automatic,Front,Left wheel,Grey,8638
10976,TOYOTA,Prius,2008,Hatchback,Petrol,1.5,243450 km,4.0,Automatic,Front,Left wheel,Grey,8639
11000,BMW,X5,2001,Jeep,Petrol,3,11111 km,6.0,Automatic,4x4,Left wheel,Black,8640
17942,HYUNDAI,Elantra,2013,Sedan,Petrol,1.6,196448 km,4.0,Automatic,Front,Left wheel,Black,8641
28222,HYUNDAI,Santa FE,2013,Jeep,Diesel,2.2,140451 km,4.0,Automatic,Front,Left wheel,Grey,8642
4000,BMW,528,1996,Sedan,CNG,2,1000 km,6.0,Tiptronic,Rear,Left wheel,Silver,8643
12544,SUZUKI,SX4,2011,Sedan,Petrol,2,74500 km,4.0,Automatic,Front,Left wheel,Grey,8644
27924,HYUNDAI,H1,2014,Minivan,Diesel,2.5,174485 km,4.0,Automatic,Front,Left wheel,Silver,8645
12544,HYUNDAI,Sonata,2015,Sedan,LPG,2,432994 km,4.0,Automatic,Front,Left wheel,Orange,8646
23521,TOYOTA,Camry,2014,Sedan,Petrol,2.5,87000 km,4.0,Tiptronic,Front,Left wheel,Carnelian red,8647
18211,HYUNDAI,Tucson,2010,Jeep,Diesel,2,225814 km,4.0,Automatic,Front,Left wheel,Grey,8648
19444,NISSAN,Juke,2011,Jeep,Petrol,1.6 Turbo,112000 km,4.0,Tiptronic,4x4,Left wheel,Black,8649
35570,HYUNDAI,Tucson,2015,Jeep,Diesel,2,82196 km,4.0,Automatic,Front,Left wheel,White,8650
16549,HYUNDAI,Genesis,2011,Coupe,Petrol,2,107005 km,4.0,Automatic,Front,Left wheel,Grey,8651
100,KIA,Optima,2014,Sedan,Petrol,2.4,78000 km,4.0,Tiptronic,Front,Left wheel,Black,8652
24462,NISSAN,Juke NISMO,2013,Jeep,Petrol,1.6 Turbo,95700 km,4.0,Tiptronic,4x4,Left wheel,Black,8653
10663,BMW,X5,2005,Jeep,LPG,4.4,216000 km,8.0,Tiptronic,4x4,Left wheel,Black,8654
627,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,5.5,101424 km,8.0,Automatic,4x4,Left wheel,Grey,8655
42337,MERCEDES-BENZ,Sprinter,2006,Microbus,Diesel,3,3000 km,4.0,Manual,Rear,Left wheel,White,8656
21953,MITSUBISHI,Outlander,2011,Jeep,Petrol,2,142400 km,4.0,Tiptronic,Front,Left wheel,White,8657
862,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,130478 km,4.0,Automatic,Front,Left wheel,White,8658
30420,BMW,535,2011,Sedan,Petrol,3.0 Turbo,118000 km,6.0,Manual,Rear,Left wheel,Black,8659
21953,MITSUBISHI,L 200,2008,Pickup,Diesel,2.5,175977 km,1.0,Manual,4x4,Left wheel,Silver,8660
16621,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,3.5,119379 km,6.0,Automatic,4x4,Left wheel,Silver,8661
17249,KIA,Optima,2012,Sedan,Hybrid,2.4,132300 km,6.0,Tiptronic,Front,Left wheel,White,8662
10976,VOLKSWAGEN,Jetta s,2017,Sedan,Petrol,1.4 Turbo,41000 km,4.0,Automatic,Front,Left wheel,Black,8663
28225,VOLVO,S60,2014,Sedan,Petrol,2.5 Turbo,90500 km,5.0,Automatic,Front,Left wheel,Black,8664
6269,KIA,Picanto,2011,Sedan,Petrol,1,50131 km,4.0,Automatic,Front,Left wheel,Silver,8665
12000,FORD,Transit,1998,Microbus,Diesel,2.5,220000 km,4.0,Manual,Rear,Left wheel,Carnelian red,8666
50,HONDA,FIT,2007,Sedan,Petrol,1.3,10000 km,4.0,Variator,Front,Right-hand drive,Blue,8667
10663,NISSAN,Tiida,2006,Sedan,Petrol,1.8,168000 km,4.0,Variator,Front,Left wheel,Blue,8668
1019,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,3.5,122067 km,6.0,Automatic,4x4,Left wheel,White,8669
30,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,100000 km,4.0,Variator,Front,Left wheel,White,8670
56136,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,2,50963 km,4.0,Automatic,Rear,Left wheel,Black,8671
1098,MERCEDES-BENZ,ML 350,2015,Jeep,Petrol,3.5,110038 km,6.0,Automatic,Rear,Left wheel,Silver,8672
15837,CHEVROLET,Malibu LT,2017,Sedan,Petrol,1.5 Turbo,84782 km,4.0,Automatic,Front,Left wheel,White,8673
7840,NISSAN,Note,2005,Hatchback,Petrol,1.5,136000 km,4.0,Automatic,Front,Right-hand drive,Brown,8674
1646,BMW,528,2015,Sedan,Petrol,2,115750 km,4.0,Automatic,4x4,Left wheel,Silver,8675
4234,FORD,C-MAX,2014,Hatchback,Hybrid,2,0 km,4.0,Automatic,Front,Left wheel,Black,8676
17249,NISSAN,Juke,2010,Jeep,Petrol,1.6,89000 km,4.0,Automatic,Front,Left wheel,White,8677
9722,MERCEDES-BENZ,C 180,1999,Sedan,Petrol,1.8,222000 km,4.0,Manual,Rear,Left wheel,Silver,8678
18189,HYUNDAI,Sonata,2011,Sedan,Petrol,2.4,331680 km,4.0,Automatic,Front,Left wheel,Black,8679
11604,DODGE,Challenger,2017,Sedan,Petrol,3.6,240680 km,6.0,Automatic,Rear,Left wheel,Grey,8680
7527,FORD,Escape,2001,Jeep,Petrol,3,111111 km,6.0,Automatic,Front,Left wheel,Black,8681
10976,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,135445 km,4.0,Automatic,Front,Left wheel,Blue,8682
4077,MERCEDES-BENZ,C 300,2015,Sedan,Petrol,2,133048 km,4.0,Automatic,Rear,Left wheel,White,8683
470,TOYOTA,4Runner,2018,Jeep,Petrol,4,58971 km,6.0,Automatic,4x4,Left wheel,Silver,8684
392,FORD,Ranger,2011,Pickup,Petrol,4,326290 km,6.0,Automatic,Rear,Left wheel,White,8685
21326,TOYOTA,Prius,2012,Hatchback,Hybrid,1.8,134000 km,4.0,Variator,Front,Left wheel,Silver,8686
6586,VOLKSWAGEN,Jetta 2,1999,Sedan,Petrol,2,125000 km,4.0,Automatic,Front,Left wheel,Grey,8687
11917,MERCEDES-BENZ,CLK 320,2003,Sedan,Petrol,3.2,212000 km,6.0,Automatic,Rear,Left wheel,Pink,8688
11290,MAZDA,Mazda 5,2009,Minivan,Petrol,2.3,138720 km,4.0,Tiptronic,Front,Left wheel,Blue,8689
15677,TOYOTA,Prius,2010,Sedan,Hybrid,1.8,153150 km,4.0,Automatic,Front,Left wheel,Silver,8690
12858,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,114000 km,4.0,Tiptronic,Front,Left wheel,Carnelian red,8691
12858,FORD,Focus,2014,Sedan,Petrol,2,121600 km,4.0,Tiptronic,Front,Left wheel,Blue,8692
14454,HYUNDAI,Elantra,2013,Sedan,LPG,1.6,223849 km,4.0,Automatic,Front,Left wheel,Silver,8693
7000,MERCEDES-BENZ,E 200 2000,1999,Sedan,LPG,2,250000 km,4.0,Tiptronic,Rear,Left wheel,White,8694
1725,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,4.6,180659 km,8.0,Automatic,4x4,Left wheel,Black,8695
11447,LEXUS,ES 350,2016,Sedan,Petrol,3.5,68630 km,6.0,Automatic,Front,Left wheel,White,8696
21326,KIA,SOUL,2014,Sedan,Petrol,1.6,115000 km,4.0,Automatic,Front,Left wheel,Brown,8697
2666,MERCEDES-BENZ,C 300,2016,Sedan,Petrol,2,51725 km,4.0,Automatic,Rear,Left wheel,Black,8698
12544,MERCEDES-BENZ,E 270,1999,Sedan,Diesel,2.7 Turbo,425000 km,5.0,Manual,Rear,Left wheel,Silver,8699
21900,VOLKSWAGEN,Passat,2013,Sedan,Petrol,2.5,124800 km,5.0,Tiptronic,Front,Left wheel,Black,8700
26306,CHEVROLET,Aveo,2017,Sedan,Petrol,1.6,49659 km,4.0,Automatic,Front,Left wheel,White,8701
12134,CHEVROLET,Spark,2015,Hatchback,Petrol,1,127771 km,4.0,Automatic,Front,Left wheel,Silver,8702
3607,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,156518 km,4.0,Automatic,Front,Left wheel,White,8703
